week_start,trades,winners,losers,win_rate,total_pnl,total_r,equity,weekly_return_pct
2023-01-23,0,0,0,,0.0,0.0,10259.85,0.0
2023-01-30,0,0,0,,0.0,0.0,10259.85,0.0
2023-02-06,0,0,0,,0.0,0.0,10259.85,0.0
2023-02-13,0,0,0,,0.0,0.0,10259.85,0.0
2023-02-20,0,0,0,,0.0,0.0,10259.85,0.0
2023-02-27,5,3,2,0.6,41.7,1.5032,10301.55,0.4064
2023-03-06,0,0,0,,0.0,0.0,10301.55,0.0
2023-03-13,5,5,0,1.0,178.74,5.296,10480.29,1.7351
2023-03-20,5,1,4,0.2,-90.43,-2.714,10389.86,-0.8629
2023-03-27,5,0,5,0.0,-103.89,-3.1191,10285.97,-0.9999
2023-04-03,0,0,0,,0.0,0.0,10285.97,0.0
2023-04-10,0,0,0,,0.0,0.0,10285.97,0.0
2023-04-17,0,0,0,,0.0,0.0,10285.97,0.0
2023-04-24,0,0,0,,0.0,0.0,10285.97,0.0
2023-05-01,0,0,0,,0.0,0.0,10285.97,0.0
2023-05-08,0,0,0,,0.0,0.0,10285.97,0.0
2023-05-15,0,0,0,,0.0,0.0,10285.97,0.0
2023-05-22,0,0,0,,0.0,0.0,10285.97,0.0
2023-05-29,0,0,0,,0.0,0.0,10285.97,0.0
2023-06-05,0,0,0,,0.0,0.0,10285.97,0.0
2023-06-12,0,0,0,,0.0,0.0,10285.97,0.0
2023-06-19,0,0,0,,0.0,0.0,10285.97,0.0
2023-06-26,0,0,0,,0.0,0.0,10285.97,0.0
2023-07-03,0,0,0,,0.0,0.0,10285.97,0.0
2023-07-10,0,0,0,,0.0,0.0,10285.97,0.0
2023-07-17,0,0,0,,0.0,0.0,10285.97,0.0
2023-07-24,0,0,0,,0.0,0.0,10285.97,0.0
2023-07-31,0,0,0,,0.0,0.0,10285.97,0.0
2023-08-07,0,0,0,,0.0,0.0,10285.97,0.0
2023-08-14,0,0,0,,0.0,0.0,10285.97,0.0
2023-08-21,5,2,3,0.4,-7.55,-0.2763,10278.42,-0.0734
2023-08-28,5,5,0,1.0,123.68,4.5645,10402.1,1.2033
2023-09-04,0,0,0,,0.0,0.0,10402.1,0.0
2023-09-11,5,3,2,0.6,-23.38,-0.7572,10378.72,-0.2248
2023-09-18,5,0,5,0.0,-164.35,-4.8682,10214.37,-1.5835
2023-09-25,5,1,4,0.2,-66.1,-1.9656,10148.27,-0.6471
2023-10-02,5,1,4,0.2,-126.31,-3.7492,10021.96,-1.2446
2023-10-09,5,3,2,0.6,58.09,1.8318,10080.05,0.5796
2023-10-16,5,1,4,0.2,11.24,0.2539,10091.29,0.1115
2023-10-23,5,0,5,0.0,-125.97,-3.8117,9965.32,-1.2483
2023-10-30,5,4,1,0.8,152.92,4.785,10118.24,1.5345
2023-11-06,5,3,2,0.6,-13.54,-0.27,10104.7,-0.1338
2023-11-13,0,0,0,,0.0,0.0,10104.7,0.0
2023-11-20,0,0,0,,0.0,0.0,10104.7,0.0
2023-11-27,0,0,0,,0.0,0.0,10104.7,0.0
2023-12-04,0,0,0,,0.0,0.0,10104.7,0.0
2023-12-11,0,0,0,,0.0,0.0,10104.7,0.0
2023-12-18,0,0,0,,0.0,0.0,10104.7,0.0
2023-12-25,0,0,0,,0.0,0.0,10104.7,0.0
2024-01-01,0,0,0,,0.0,0.0,10104.7,0.0
2024-01-08,0,0,0,,0.0,0.0,10104.7,0.0
2024-01-15,0,0,0,,0.0,0.0,10104.7,0.0
2024-01-22,0,0,0,,0.0,0.0,10104.7,0.0
2024-01-29,0,0,0,,0.0,0.0,10104.7,0.0
2024-02-05,0,0,0,,0.0,0.0,10104.7,0.0
2024-02-12,0,0,0,,0.0,0.0,10104.7,0.0
2024-02-19,0,0,0,,0.0,0.0,10104.7,0.0
2024-02-26,0,0,0,,0.0,0.0,10104.7,0.0
2024-03-04,0,0,0,,0.0,0.0,10104.7,0.0
2024-03-11,0,0,0,,0.0,0.0,10104.7,0.0
2024-03-18,0,0,0,,0.0,0.0,10104.7,0.0
2024-03-25,0,0,0,,0.0,0.0,10104.7,0.0
2024-04-01,0,0,0,,0.0,0.0,10104.7,0.0
2024-04-08,0,0,0,,0.0,0.0,10104.7,0.0
2024-04-15,0,0,0,,0.0,0.0,10104.7,0.0
2024-04-22,5,2,3,0.4,-14.74,-0.3876,10089.96,-0.1459
2024-04-29,5,2,3,0.4,-47.74,-1.4879,10042.22,-0.4731
2024-05-06,5,3,2,0.6,22.85,0.7767,10065.07,0.2275
2024-05-13,0,0,0,,0.0,0.0,10065.07,0.0
2024-05-20,0,0,0,,0.0,0.0,10065.07,0.0
2024-05-27,0,0,0,,0.0,0.0,10065.07,0.0
2024-06-03,0,0,0,,0.0,0.0,10065.07,0.0
2024-06-10,0,0,0,,0.0,0.0,10065.07,0.0
2024-06-17,0,0,0,,0.0,0.0,10065.07,0.0
2024-06-24,0,0,0,,0.0,0.0,10065.07,0.0
2024-07-01,0,0,0,,0.0,0.0,10065.07,0.0
2024-07-08,0,0,0,,0.0,0.0,10065.07,0.0
2024-07-15,0,0,0,,0.0,0.0,10065.07,0.0
2024-07-22,0,0,0,,0.0,0.0,10065.07,0.0
2024-07-29,0,0,0,,0.0,0.0,10065.07,0.0
2024-08-05,5,4,1,0.8,142.55,4.5329,10207.62,1.4163
2024-08-12,5,3,2,0.6,-9.28,-0.2394,10198.34,-0.0909
2024-08-19,0,0,0,,0.0,0.0,10198.34,0.0
2024-08-26,0,0,0,,0.0,0.0,10198.34,0.0
2024-09-02,0,0,0,,0.0,0.0,10198.34,0.0
2024-09-09,5,4,1,0.8,194.16,5.7283,10392.5,1.9038
2024-09-16,0,0,0,,0.0,0.0,10392.5,0.0
2024-09-23,0,0,0,,0.0,0.0,10392.5,0.0
2024-09-30,0,0,0,,0.0,0.0,10392.5,0.0
2024-10-07,0,0,0,,0.0,0.0,10392.5,0.0
2024-10-14,0,0,0,,0.0,0.0,10392.5,0.0
2024-10-21,0,0,0,,0.0,0.0,10392.5,0.0
2024-10-28,0,0,0,,0.0,0.0,10392.5,0.0
2024-11-04,0,0,0,,0.0,0.0,10392.5,0.0
2024-11-11,0,0,0,,0.0,0.0,10392.5,0.0
2024-11-18,0,0,0,,0.0,0.0,10392.5,0.0
2024-11-25,0,0,0,,0.0,0.0,10392.5,0.0
2024-12-02,0,0,0,,0.0,0.0,10392.5,0.0
2024-12-09,0,0,0,,0.0,0.0,10392.5,0.0
2024-12-16,0,0,0,,0.0,0.0,10392.5,0.0
2024-12-23,5,3,2,0.6,-4.83,-0.1393,10387.67,-0.0465
2024-12-30,0,0,0,,0.0,0.0,10387.67,0.0
2025-01-06,5,2,3,0.4,-37.63,-1.4959,10350.04,-0.3623
2025-01-13,5,4,1,0.8,82.3,2.4291,10432.34,0.7952
2025-01-20,0,0,0,,0.0,0.0,10432.34,0.0
2025-01-27,0,0,0,,0.0,0.0,10432.34,0.0
2025-02-03,0,0,0,,0.0,0.0,10432.34,0.0
2025-02-10,0,0,0,,0.0,0.0,10432.34,0.0
2025-02-17,0,0,0,,0.0,0.0,10432.34,0.0
2025-02-24,0,0,0,,0.0,0.0,10432.34,0.0
2025-03-03,5,2,3,0.4,-76.51,-2.3298,10355.83,-0.7334
2025-03-10,5,0,5,0.0,-173.64,-5.092,10182.19,-1.6767
2025-03-17,5,4,1,0.8,72.46,2.1222,10254.65,0.7116
2025-03-24,5,2,3,0.4,9.31,0.2066,10263.96,0.0908
2025-03-31,5,0,5,0.0,-160.49,-4.8314,10103.47,-1.5636
2025-04-07,5,4,1,0.8,139.73,4.5621,10243.2,1.383
2025-04-14,5,2,3,0.4,-27.98,-0.9221,10215.22,-0.2732
2025-04-21,5,3,2,0.6,33.0,0.306,10248.22,0.323
2025-04-28,5,5,0,1.0,70.47,1.7346,10318.69,0.6876
2025-05-05,5,5,0,1.0,135.84,4.1043,10454.53,1.3164
2025-05-12,5,4,1,0.8,65.4,2.4625,10519.93,0.6256
2025-05-19,0,0,0,,0.0,0.0,10519.93,0.0
2025-05-26,0,0,0,,0.0,0.0,10519.93,0.0
2025-06-02,0,0,0,,0.0,0.0,10519.93,0.0
2025-06-09,0,0,0,,0.0,0.0,10519.93,0.0
2025-06-16,0,0,0,,0.0,0.0,10519.93,0.0
2025-06-23,0,0,0,,0.0,0.0,10519.93,0.0
2025-06-30,0,0,0,,0.0,0.0,10519.93,0.0
2025-07-07,0,0,0,,0.0,0.0,10519.93,0.0
2025-07-14,0,0,0,,0.0,0.0,10519.93,0.0
2025-07-21,0,0,0,,0.0,0.0,10519.93,0.0
2025-07-28,0,0,0,,0.0,0.0,10519.93,0.0
2025-08-04,0,0,0,,0.0,0.0,10519.93,0.0
2025-08-11,0,0,0,,0.0,0.0,10519.93,0.0
2025-08-18,0,0,0,,0.0,0.0,10519.93,0.0
2025-08-25,0,0,0,,0.0,0.0,10519.93,0.0
2025-09-01,0,0,0,,0.0,0.0,10519.93,0.0
2025-09-08,0,0,0,,0.0,0.0,10519.93,0.0
2025-09-15,0,0,0,,0.0,0.0,10519.93,0.0
2025-09-22,0,0,0,,0.0,0.0,10519.93,0.0
2025-09-29,0,0,0,,0.0,0.0,10519.93,0.0
2025-10-06,0,0,0,,0.0,0.0,10519.93,0.0
2025-10-13,0,0,0,,0.0,0.0,10519.93,0.0
2025-10-20,0,0,0,,0.0,0.0,10519.93,0.0
2025-10-27,0,0,0,,0.0,0.0,10519.93,0.0
2025-11-03,0,0,0,,0.0,0.0,10519.93,0.0
2025-11-10,0,0,0,,0.0,0.0,10519.93,0.0
2025-11-17,0,0,0,,0.0,0.0,10519.93,0.0
2025-11-24,5,5,0,1.0,75.21,2.4023,10595.14,0.7149
2025-12-01,0,0,0,,0.0,0.0,10595.14,0.0
2025-12-08,0,0,0,,0.0,0.0,10595.14,0.0
2025-12-15,0,0,0,,0.0,0.0,10595.14,0.0
2025-12-22,0,0,0,,0.0,0.0,10595.14,0.0
2025-12-29,0,0,0,,0.0,0.0,10595.14,0.0
2026-01-05,0,0,0,,0.0,0.0,10595.14,0.0
2026-01-12,0,0,0,,0.0,0.0,10595.14,0.0
2026-01-19,0,0,0,,0.0,0.0,10595.14,0.0
2026-01-26,0,0,0,,0.0,0.0,10595.14,0.0
2026-02-02,0,0,0,,0.0,0.0,10595.14,0.0
2026-02-09,0,0,0,,0.0,0.0,10595.14,0.0
2026-02-16,0,0,0,,0.0,0.0,10595.14,0.0
2026-02-23,0,0,0,,0.0,0.0,10595.14,0.0
2026-03-02,5,2,3,0.4,-32.41,-1.1382,10562.73,-0.3059
2026-03-09,5,2,3,0.4,-67.0,-2.153,10495.73,-0.6343
