week_start,ticker,entry_date,exit_date,entry_price,exit_price,stop_price,target_price,shares,risk_per_share,pnl_dollars,r_multiple,exit_reason,ret_1w,ret_3w,rsi_14,atr_14,signal_score
2022-06-06,CRM,2022-06-06,2022-06-10,189.1189,178.2715,176.6336,214.0896,2,12.4854,-21.69,-0.8688,time,0.138188,0.152662,64.0406,8.3236,0.956743
2022-06-06,EL,2022-06-06,2022-06-10,268.1479,252.9365,253.1897,298.0643,2,14.9582,-30.42,-1.0169,stop,0.099085,0.14381,64.918,9.9721,0.956234
2022-06-06,AMZN,2022-06-06,2022-06-09,125.3752,117.3276,117.4451,141.2356,4,7.9302,-32.19,-1.0148,stop,0.101483,0.144201,60.6594,5.2868,0.955725
2022-06-13,CME,2022-06-13,2022-06-17,196.156,200.3295,189.7563,208.9553,5,6.3996,20.87,0.6521,time,-0.0005,0.051275,62.4401,4.2664,0.943902
2022-06-13,APD,2022-06-13,2022-06-16,244.4242,233.9996,234.2338,264.8049,3,10.1904,-31.27,-1.023,stop,-0.016134,0.059687,59.3447,6.7936,0.930732
2022-06-13,HSY,2022-06-13,2022-06-14,211.3611,205.2029,205.4083,223.2669,5,5.9529,-30.79,-1.0345,stop,0.019935,0.040123,62.3978,3.9686,0.916585
2022-06-13,FCX,2022-06-13,2022-06-16,38.2282,35.7453,35.781,43.1225,14,2.4471,-34.76,-1.0146,stop,-0.027099,0.095044,64.0086,1.6314,0.910732
2022-06-13,RMD,2022-06-13,2022-06-17,202.5423,197.3724,193.7073,220.2123,3,8.835,-15.51,-0.5852,time,0.00096,0.055266,61.7858,5.89,0.902439
2022-06-27,VRTX,2022-06-27,2022-06-29,290.0998,275.6136,275.8894,318.5205,2,14.2104,-28.97,-1.0194,stop,0.165724,0.083318,62.9265,9.4736,0.979155
2022-06-27,PLTR,2022-06-27,2022-06-28,10.1601,9.2825,9.2918,11.8969,40,0.8684,-35.11,-1.0107,stop,0.328553,0.095699,61.9503,0.5789,0.962254
2022-06-27,LW,2022-06-27,2022-07-01,71.8718,71.5883,68.8434,77.9286,11,3.0284,-3.12,-0.0936,time,0.128708,0.055792,61.4303,2.0189,0.957183
2022-06-27,LLY,2022-06-27,2022-07-01,324.5542,324.3853,310.661,352.3407,2,13.8932,-0.34,-0.0122,time,0.13035,0.076679,65.1307,9.2621,0.925634
2022-06-27,INCY,2022-06-27,2022-07-01,77.9879,77.5923,74.4393,85.0851,9,3.5486,-3.56,-0.1115,time,0.149177,0.047702,59.1917,2.3657,0.92507
2022-07-11,ALGN,2022-07-11,2022-07-13,258.228,239.7619,240.0019,294.6801,1,18.2261,-18.47,-1.0132,stop,0.104998,0.07277,66.9012,12.1507,0.957516
2022-07-11,WSM,2022-07-11,2022-07-15,65.065,65.884,60.5714,74.0521,7,4.4936,5.73,0.1823,time,0.175935,0.075686,64.9095,2.9957,0.956863
2022-07-11,DECK,2022-07-11,2022-07-15,44.5795,45.0782,41.4856,50.7674,11,3.0939,5.49,0.1612,time,0.055727,0.045411,63.6862,2.0626,0.882353
2022-07-11,INTU,2022-07-11,2022-07-13,405.0546,380.558,380.9389,453.2861,1,24.1157,-24.5,-1.0158,stop,0.055443,0.074682,68.6718,16.0771,0.881699
2022-07-11,QCOM,2022-07-11,2022-07-15,133.7236,144.2256,125.6836,149.8036,4,8.04,42.01,1.3062,time,0.064741,0.038007,69.0208,5.36,0.881046
2022-07-18,C,2022-07-18,2022-07-22,50.7107,51.8581,47.9796,56.1728,12,2.7311,13.77,0.4201,time,0.067493,0.078317,58.2298,1.8207,0.971501
2022-07-18,SYF,2022-07-18,2022-07-22,32.1321,32.6473,30.3136,35.7692,19,1.8185,9.79,0.2833,time,0.057615,0.112332,62.4831,1.2124,0.938422
2022-07-18,ADI,2022-07-18,2022-07-22,158.9988,163.1067,152.1085,172.7796,5,6.8904,20.54,0.5962,time,0.053555,0.085406,64.5775,4.5936,0.937913
2022-07-18,TAP,2022-07-18,2022-07-22,58.8588,57.8521,56.7577,63.0609,16,2.1011,-16.11,-0.4791,time,0.056577,0.089963,67.3519,1.4007,0.933333
2022-07-18,WFC,2022-07-18,2022-07-22,41.9719,43.1268,39.8805,46.1548,16,2.0914,18.48,0.5522,time,0.023644,0.085224,52.4247,1.3943,0.931807
2022-07-25,PPG,2022-07-25,2022-07-29,127.3973,129.1607,121.2708,139.6501,5,6.1264,8.82,0.2878,time,0.093579,0.117107,68.6297,4.0843,0.971687
2022-07-25,NUE,2022-07-25,2022-07-29,121.5014,135.6642,113.4121,137.6799,4,8.0893,56.65,1.7508,time,0.086476,0.147974,67.0831,5.3929,0.96988
2022-07-25,INTU,2022-07-25,2022-07-29,432.0416,455.7138,408.8462,478.4323,1,23.1954,23.67,1.0206,time,0.106321,0.127906,69.7088,15.4636,0.95241
2022-07-25,UHS,2022-07-25,2022-07-29,111.111,112.3575,105.6435,122.046,6,5.4675,7.48,0.228,time,0.07705,0.102075,60.4758,3.645,0.936747
2022-07-25,RF,2022-07-25,2022-07-29,20.971,21.1588,19.9649,22.9831,34,1.0061,6.39,0.1867,time,0.076081,0.101333,69.1943,0.6707,0.933735
2022-08-01,IQV,2022-08-01,2022-08-05,239.1689,234.5053,228.2768,260.9532,3,10.8921,-13.99,-0.4282,time,0.083566,0.095423,69.604,7.2614,0.940444
2022-08-01,CEG,2022-08-01,2022-08-05,66.1161,74.5828,61.8453,74.6575,8,4.2707,67.73,1.9825,target,0.224074,0.108131,65.9045,2.8471,0.935111
2022-08-01,ODFL,2022-08-01,2022-08-05,150.15,151.4334,142.3511,165.7479,4,7.7989,5.13,0.1646,time,0.088006,0.111677,68.3557,5.1993,0.923556
2022-08-01,A,2022-08-01,2022-08-05,133.6435,133.4764,127.6553,145.6199,5,5.9882,-0.84,-0.0279,time,0.072457,0.094605,64.1641,3.9921,0.898667
2022-08-01,SCHW,2022-08-01,2022-08-05,68.0079,69.2407,64.8901,74.2437,11,3.1179,13.56,0.3954,time,0.096206,0.072871,66.3107,2.0786,0.883556
2022-08-08,HOOD,2022-08-08,2022-08-12,10.5305,10.9191,9.6275,12.3365,38,0.903,14.76,0.4303,time,0.149171,0.236623,68.3884,0.602,0.988073
2022-08-08,DASH,2022-08-08,2022-08-09,81.121,74.0473,74.1214,95.1203,5,6.9996,-35.37,-1.0106,stop,0.151111,0.145364,62.6003,4.6664,0.988073
2022-08-08,MRNA,2022-08-08,2022-08-09,185.3852,171.2858,171.4573,213.2411,2,13.9279,-28.2,-1.0123,stop,0.138643,0.119406,66.4468,9.2853,0.944954
2022-08-08,NCLH,2022-08-08,2022-08-09,13.5035,12.3501,12.3624,15.7856,30,1.1411,-34.6,-1.0108,stop,0.087243,0.119492,57.1429,0.7607,0.90367
2022-08-08,BG,2022-08-08,2022-08-12,96.9769,101.1388,92.4747,105.9812,7,4.5021,29.13,0.9244,time,0.047872,0.119662,68.374,3.0014,0.886239
2022-08-15,GNRC,2022-08-15,2022-08-18,277.287,254.9625,255.2177,321.4256,1,22.0693,-22.32,-1.0116,stop,0.130536,0.169174,67.0346,14.7129,0.976744
2022-08-15,FANG,2022-08-15,2022-08-19,125.3252,130.2596,116.6584,142.6588,4,8.6668,19.74,0.5693,time,0.096894,0.173675,65.3004,5.7779,0.965581
2022-08-15,COP,2022-08-15,2022-08-19,98.4884,105.0349,93.0295,109.4062,6,5.4589,39.28,1.1992,time,0.106624,0.165891,69.3001,3.6393,0.962791
2022-08-15,APTV,2022-08-15,2022-08-19,109.6395,103.6662,102.9452,123.0281,5,6.6943,-29.87,-0.8923,time,0.132304,0.14135,64.8749,4.4629,0.915349
2022-08-15,TRGP,2022-08-15,2022-08-19,67.2472,68.8211,63.944,73.8536,10,3.3032,15.74,0.4765,time,0.09118,0.126722,65.0447,2.2021,0.915349
2022-08-22,OXY,2022-08-22,2022-08-26,68.6686,73.4765,63.92,78.1657,7,4.7486,33.65,1.0125,time,0.084588,0.084259,61.1726,3.1657,0.981065
2022-08-22,DVN,2022-08-22,2022-08-26,67.4474,72.6972,62.7438,76.8545,7,4.7036,36.75,1.1161,time,0.045156,0.090056,63.8468,3.1357,0.957396
2022-08-22,TPR,2022-08-22,2022-08-26,36.006,35.3146,34.2103,39.5974,19,1.7957,-13.14,-0.385,time,0.031942,0.095153,66.4344,1.1971,0.953254
2022-08-22,KEYS,2022-08-22,2022-08-26,173.2731,167.3289,167.4964,184.8265,6,5.7767,-35.67,-1.029,stop,0.039092,0.083825,68.1372,3.8511,0.949704
2022-08-22,CIEN,2022-08-22,2022-08-24,55.5555,53.4705,53.5241,59.6184,17,2.0314,-35.44,-1.0263,stop,0.019927,0.081202,67.0311,1.3543,0.917751
2022-08-29,STLD,2022-08-29,2022-08-30,86.0059,81.723,81.8048,94.4081,8,4.2011,-34.26,-1.0195,stop,0.06198,0.102691,68.6068,2.8007,0.98509
2022-08-29,ULTA,2022-08-29,2022-09-02,406.1658,422.6569,389.7676,438.9622,2,16.3982,32.98,1.0057,time,0.020384,0.089121,69.0318,10.9321,0.979949
2022-08-29,NTAP,2022-08-29,2022-09-01,74.4444,71.0486,71.1197,81.0937,10,3.3246,-33.96,-1.0214,stop,0.009019,0.035788,55.286,2.2164,0.929049
2022-08-29,BR,2022-08-29,2022-09-02,172.6224,166.9889,167.156,183.5553,6,5.4664,-33.8,-1.0306,stop,-0.011589,0.03658,59.8105,3.6443,0.911568
2022-08-29,FCX,2022-08-29,2022-08-30,31.5015,29.4192,29.4486,35.6072,17,2.0529,-35.4,-1.0143,stop,0.057143,0.063429,55.9969,1.3686,0.909512
2022-09-12,SYK,2022-09-12,2022-09-16,230.5904,221.0626,221.2839,249.2032,3,9.3064,-28.58,-1.0238,stop,0.112831,0.041478,59.7629,6.2043,0.975648
2022-09-12,HCA,2022-09-12,2022-09-14,219.6594,210.057,210.2673,238.4437,3,9.3921,-28.81,-1.0224,stop,0.101529,0.02167,55.1195,6.2614,0.954922
2022-09-12,UBER,2022-09-12,2022-09-16,31.982,31.8981,30.1745,35.597,19,1.8075,-1.59,-0.0464,time,0.098894,0.054063,68.152,1.205,0.952332
2022-09-12,ALB,2022-09-12,2022-09-16,300.6904,282.8626,283.1458,335.7797,1,17.5446,-17.83,-1.0161,stop,0.168937,0.074631,64.0783,11.6964,0.950259
2022-09-12,KR,2022-09-12,2022-09-13,51.8618,49.8555,49.9054,55.7747,17,1.9564,-34.11,-1.0255,stop,0.068504,0.046755,61.0307,1.3043,0.946114
2022-09-19,ABBV,2022-09-19,2022-09-23,143.7836,142.9169,139.3072,152.7365,7,4.4764,-6.07,-0.1936,time,0.018668,0.033948,66.5806,2.9843,0.958356
2022-09-19,ALL,2022-09-19,2022-09-23,128.5384,127.4924,124.2506,137.1141,8,4.2879,-8.37,-0.244,time,0.023568,0.011094,59.2703,2.8586,0.953425
2022-09-19,NRG,2022-09-19,2022-09-22,43.5635,42.0215,42.0635,46.5635,23,1.5,-35.47,-1.028,stop,0.013398,0.023565,61.9047,1.0,0.948493
2022-09-19,FE,2022-09-19,2022-09-23,41.081,39.7609,39.8007,43.6418,27,1.2804,-35.64,-1.0311,stop,-0.007468,0.006597,57.5486,0.8536,0.932055
2022-09-19,JNJ,2022-09-19,2022-09-23,166.4663,166.5533,162.2513,174.8963,8,4.215,0.7,0.0206,time,0.011405,0.002812,57.1922,2.81,0.930959
2022-09-26,LLY,2022-09-26,2022-09-28,309.1088,333.9231,296.5345,334.2574,2,12.5743,49.63,1.9734,target,0.00832,0.007537,58.6096,8.3829,0.967147
2022-09-26,TKO,2022-09-26,2022-09-30,67.3873,70.0998,64.5909,72.9802,12,2.7964,32.55,0.97,time,0.004731,0.006815,50.6462,1.8643,0.964841
2022-09-26,JNJ,2022-09-26,2022-09-30,165.9658,163.1966,161.5579,174.7815,7,4.4079,-19.38,-0.6282,time,-0.005251,0.008346,59.3077,2.9386,0.910663
2022-09-26,GL,2022-09-26,2022-09-30,99.3993,99.6003,96.0907,106.0164,10,3.3086,2.01,0.0607,time,-0.02259,0.025023,60.2597,2.2057,0.910663
2022-09-26,LEN,2022-09-26,2022-09-30,73.9073,72.0963,70.1081,81.5059,9,3.7993,-16.3,-0.4767,time,0.016889,-0.00542,48.1835,2.5328,0.910086
2022-10-03,PLTR,2022-10-03,2022-10-07,8.1531,8.1418,7.5072,9.4451,54,0.646,-0.61,-0.0175,time,0.098649,0.043646,52.1739,0.4306,0.958974
2022-10-03,LLY,2022-10-03,2022-10-07,326.316,326.3333,311.4681,356.0117,2,14.8479,0.03,0.0012,time,0.038175,0.017784,54.9664,9.8986,0.905128
2022-10-03,TKO,2022-10-03,2022-10-07,71.0109,72.6573,68.2027,76.6274,12,2.8082,19.76,0.5863,time,0.032519,0.013139,50.3395,1.8721,0.905128
2022-10-03,ACGL,2022-10-03,2022-10-07,45.8358,45.6243,43.7261,50.0551,16,2.1096,-3.38,-0.1002,time,0.056613,-0.021066,43.7043,1.4064,0.869231
2022-10-03,MPC,2022-10-03,2022-10-07,102.5124,106.7332,96.8756,113.786,6,5.6368,25.32,0.7488,time,0.086167,-0.006799,48.9843,3.7579,0.823077
2022-10-10,DXCM,2022-10-10,2022-10-13,102.0119,95.5702,95.6658,114.7041,5,6.3461,-32.21,-1.0151,stop,0.26819,0.133755,69.5162,4.2307,0.995376
2022-10-10,HAL,2022-10-10,2022-10-14,30.3703,29.3806,28.2243,34.6625,16,2.1461,-15.84,-0.4612,time,0.235175,0.078751,58.2258,1.4307,0.976301
2022-10-10,SLB,2022-10-10,2022-10-14,42.3723,42.1178,39.6327,47.8516,12,2.7396,-3.05,-0.0929,time,0.186351,0.109982,61.8456,1.8264,0.96185
2022-10-10,APA,2022-10-10,2022-10-14,42.3023,39.8901,38.9026,49.1015,10,3.3996,-24.12,-0.7095,time,0.243639,0.050915,54.9736,2.2664,0.943931
2022-10-10,XOM,2022-10-10,2022-10-14,101.5915,99.0908,96.7208,111.3329,7,4.8707,-17.5,-0.5134,time,0.157141,0.083897,62.4563,3.2471,0.943353
2022-10-17,DAL,2022-10-17,2022-10-21,32.012,32.5474,29.852,36.332,16,2.16,8.57,0.2479,time,0.057503,0.070986,65.3,1.44,0.972081
2022-10-17,WFC,2022-10-17,2022-10-21,44.7047,44.7852,42.5682,48.9775,16,2.1364,1.29,0.0377,time,0.033022,0.0683,64.4161,1.4243,0.949239
2022-10-17,KHC,2022-10-17,2022-10-21,35.9059,35.1748,34.5157,38.6862,25,1.3902,-18.28,-0.5259,time,0.081744,0.053361,61.7111,0.9268,0.931472
2022-10-17,CINF,2022-10-17,2022-10-21,100.8507,99.1408,96.6368,109.2786,8,4.2139,-13.68,-0.4058,time,0.054396,0.07663,67.7863,2.8093,0.925888
2022-10-17,UAL,2022-10-17,2022-10-21,36.5365,40.3996,33.9897,41.6301,13,2.5468,50.22,1.5168,time,0.047549,0.072573,67.8322,1.6979,0.903046
2022-10-24,SMCI,2022-10-24,2022-10-28,6.5165,6.8651,5.9757,7.5982,64,0.5409,22.31,0.6446,time,0.194558,0.171781,62.7304,0.3606,0.979397
2022-10-24,NFLX,2022-10-24,2022-10-28,29.052,29.5424,26.5841,33.9879,14,2.4679,6.87,0.1987,time,0.259,0.22991,67.741,1.6453,0.975377
2022-10-24,FCX,2022-10-24,2022-10-28,31.1511,32.1678,28.645,36.1633,13,2.5061,13.22,0.4057,time,0.158828,0.171972,61.645,1.6707,0.972864
2022-10-24,ISRG,2022-10-24,2022-10-26,219.0588,247.9835,204.4724,248.2317,2,14.5864,57.85,1.983,target,0.193543,0.165653,67.6847,9.7243,0.955779
2022-10-24,T,2022-10-24,2022-10-28,17.4474,18.4615,16.6942,18.9539,46,0.7532,46.65,1.3463,time,0.140761,0.114733,63.3333,0.5021,0.938693
2022-10-31,RJF,2022-10-31,2022-11-04,118.6585,120.3196,112.2085,131.5585,5,6.45,8.31,0.2575,time,0.180711,0.113144,64.4191,4.3,0.943182
2022-10-31,AMP,2022-10-31,2022-11-04,310.0597,313.5561,292.4112,345.3569,1,17.6486,3.5,0.1981,time,0.169132,0.148275,67.3347,11.7657,0.925
2022-10-31,CARR,2022-10-31,2022-11-04,39.5495,40.2397,37.457,43.7345,16,2.0925,11.04,0.3298,time,0.135266,0.130767,69.3678,1.395,0.912121
2022-10-31,MSI,2022-10-31,2022-11-03,249.1189,239.137,239.3764,268.6039,3,9.7425,-29.95,-1.0246,stop,0.104868,0.088188,68.3566,6.495,0.895455
2022-10-31,MRNA,2022-10-31,2022-11-03,149.5794,136.1292,136.2654,176.2074,2,13.314,-26.9,-1.0102,stop,0.176512,0.265253,68.0941,8.876,0.887879
2022-11-07,FCX,2022-11-07,2022-11-11,35.005,38.002,32.1496,40.7157,12,2.8554,35.96,1.0496,time,0.092857,0.273155,69.504,1.9036,0.985366
2022-11-07,MRNA,2022-11-07,2022-11-11,158.6185,171.0288,144.6331,186.5892,2,13.9854,24.82,0.8874,time,0.049281,0.182164,62.536,9.3236,0.956098
2022-11-07,MNST,2022-11-07,2022-11-11,49.2142,49.0109,47.2251,53.1924,17,1.9891,-3.45,-0.1022,time,0.047039,0.120595,68.9548,1.3261,0.955401
2022-11-07,LIN,2022-11-07,2022-11-11,311.4011,329.8898,298.38,337.4432,2,13.0211,36.98,1.4199,time,0.023625,0.121995,69.1876,8.6807,0.908014
2022-11-07,CBOE,2022-11-07,2022-11-08,130.2902,126.1589,126.2852,138.3002,8,4.005,-33.05,-1.0315,stop,0.022718,0.104987,68.5988,2.67,0.896167
2022-11-14,ADSK,2022-11-14,2022-11-18,225.8556,211.7376,211.9496,253.6678,2,13.9061,-28.24,-1.0152,stop,0.181269,0.136104,62.4698,9.2707,0.90916
2022-11-14,SNPS,2022-11-14,2022-11-18,330.32,325.5641,313.5735,363.8129,2,16.7464,-9.51,-0.284,time,0.19825,0.117707,65.4406,11.1643,0.903817
2022-11-14,WSM,2022-11-14,2022-11-17,67.5275,62.0974,62.1596,78.2632,6,5.3679,-32.58,-1.0116,stop,0.135986,0.150667,67.1515,3.5786,0.89313
2022-11-14,LOW,2022-11-14,2022-11-18,208.6384,209.7201,197.7988,230.3177,3,10.8396,3.24,0.0998,time,0.147516,0.146132,66.9142,7.2264,0.880153
2022-11-14,BLDR,2022-11-14,2022-11-18,65.3353,64.1358,60.321,75.3638,6,5.0143,-7.2,-0.2392,time,0.162315,0.169744,65.2632,3.3429,0.875573
2022-11-21,ROST,2022-11-21,2022-11-25,107.3472,115.8241,100.6315,120.7787,5,6.7157,42.38,1.2622,time,0.118748,0.128369,68.949,4.4771,0.988718
2022-11-21,DECK,2022-11-21,2022-11-25,62.2672,63.4665,57.6606,71.4804,7,4.6066,8.39,0.2603,time,0.087864,0.087013,57.9262,3.0711,0.941026
2022-11-21,TJX,2022-11-21,2022-11-25,77.4674,80.949,73.5781,85.246,8,3.8893,27.85,0.8952,time,0.057645,0.078069,67.0993,2.5929,0.904615
2022-11-21,ATO,2022-11-21,2022-11-25,114.5945,119.0408,110.1138,123.5559,7,4.4807,31.12,0.9923,time,0.039389,0.074129,67.6789,2.9871,0.894359
2022-11-21,FSLR,2022-11-21,2022-11-25,165.8657,171.2586,153.2882,191.0207,2,12.5775,10.79,0.4288,time,0.107566,0.255747,68.354,8.385,0.858462
2022-11-28,BBY,2022-11-28,2022-12-02,81.2412,86.5134,75.9944,91.7347,6,5.2468,31.63,1.0049,time,0.159932,0.211123,68.9555,3.4979,0.989404
2022-11-28,RL,2022-11-28,2022-12-02,108.5484,115.4444,101.8231,121.9992,5,6.7254,34.48,1.0254,time,0.072499,0.206946,67.0775,4.4836,0.980795
2022-11-28,TPR,2022-11-28,2022-12-02,36.9769,38.7712,34.6541,41.6227,15,2.3229,26.91,0.7724,time,0.062482,0.234021,69.2244,1.5486,0.965563
2022-11-28,LYB,2022-11-28,2022-12-02,85.4754,84.8151,80.939,94.5482,7,4.5364,-4.62,-0.1456,time,0.061132,0.115409,55.3431,3.0243,0.900662
2022-11-28,VRSK,2022-11-28,2022-12-02,181.8016,185.2546,174.4441,196.5166,4,7.3575,13.81,0.4693,time,0.074252,0.105823,66.957,4.905,0.855629
2022-12-05,NFLX,2022-12-05,2022-12-09,31.6776,31.969,29.7845,35.4639,18,1.8931,5.24,0.1539,time,0.122119,0.165254,64.8928,1.2621,0.981609
2022-12-05,FCX,2022-12-05,2022-12-06,40.3403,38.2449,38.2832,44.4546,17,2.0571,-35.62,-1.0186,stop,0.082638,0.094422,60.322,1.3714,0.935632
2022-12-05,SNPS,2022-12-05,2022-12-06,345.7354,330.1221,330.4526,376.3011,2,15.2829,-31.23,-1.0216,stop,0.046687,0.092264,60.3762,10.1886,0.931609
2022-12-05,WDAY,2022-12-05,2022-12-09,170.16,169.4304,158.9839,192.5121,3,11.1761,-2.19,-0.0653,time,0.147738,0.116633,60.2722,7.4507,0.931609
2022-12-05,UPS,2022-12-05,2022-12-06,188.2381,182.47,182.6527,199.4088,6,5.5854,-34.61,-1.0327,stop,0.03764,0.09906,68.494,3.7236,0.925287
2022-12-12,CIEN,2022-12-12,2022-12-16,50.8308,47.9125,47.9604,56.5715,12,2.8704,-35.02,-1.0167,stop,0.133795,0.160759,67.1264,1.9136,0.995477
2022-12-12,KEYS,2022-12-12,2022-12-15,181.6114,175.955,176.1312,192.5719,6,5.4802,-33.94,-1.0321,stop,0.001052,0.088478,67.093,3.6535,0.949749
2022-12-12,AVGO,2022-12-12,2022-12-16,54.5295,55.5354,52.4253,58.7378,16,2.1042,16.09,0.4781,time,0.007248,0.063678,62.4077,1.4028,0.944724
2022-12-12,ATO,2022-12-12,2022-12-16,118.1981,115.0047,115.1199,124.3545,11,3.0782,-35.13,-1.0374,stop,0.009696,0.058564,59.675,2.0521,0.943719
2022-12-12,NFLX,2022-12-12,2022-12-15,32.032,30.2521,30.2824,35.5313,20,1.7496,-35.6,-1.0173,stop,-0.001248,0.083751,68.0613,1.1664,0.937186
2022-12-19,UHS,2022-12-19,2022-12-23,135.4954,140.6192,130.8411,144.8039,7,4.6543,35.87,1.1009,time,0.066284,0.022904,68.2618,3.1029,0.95202
2022-12-19,ACGL,2022-12-19,2022-12-23,60.9409,63.3166,59.0198,64.783,18,1.9211,42.76,1.2367,time,0.016489,0.039162,68.1983,1.2807,0.930303
2022-12-19,BLDR,2022-12-19,2022-12-23,67.087,65.2347,63.6381,73.9849,10,3.4489,-18.52,-0.5371,time,0.033354,0.115995,69.3706,2.2993,0.925758
2022-12-19,ADBE,2022-12-19,2022-12-23,338.338,338.1116,320.9669,373.0802,2,17.3711,-0.45,-0.013,time,0.023893,0.012683,55.8475,11.5807,0.921717
2022-12-19,DHI,2022-12-19,2022-12-23,88.8287,89.0908,84.663,97.1602,8,4.1657,2.1,0.0629,time,0.04734,0.065443,69.393,2.7771,0.918182
2023-01-09,FCX,2023-01-09,2023-01-13,43.2432,45.0049,41.2396,47.2503,17,2.0036,29.95,0.8793,time,0.103628,0.07228,69.723,1.3357,0.970027
2023-01-09,GLW,2023-01-09,2023-01-13,35.6056,36.0339,34.4152,37.9863,29,1.1904,12.42,0.3599,time,0.106316,0.048918,68.4211,0.7936,0.952044
2023-01-09,WYNN,2023-01-09,2023-01-13,94.6946,100.1497,89.4757,105.1325,6,5.2189,32.73,1.0453,time,0.151489,0.08399,64.4825,3.4793,0.942234
2023-01-09,MU,2023-01-09,2023-01-13,56.8768,56.8731,54.014,62.6025,12,2.8629,-0.04,-0.0013,time,0.120829,0.039934,66.2767,1.9086,0.93188
2023-01-09,DAL,2023-01-09,2023-01-13,36.5765,38.1618,35.0273,39.6751,22,1.5493,34.88,1.0232,time,0.100825,0.050131,67.7749,1.0329,0.929155
2023-01-23,SYF,2023-01-23,2023-01-27,35.2652,37.0229,33.2676,39.2606,17,1.9977,29.88,0.8799,time,0.054497,0.103115,63.4838,1.3318,0.958553
2023-01-23,GDDY,2023-01-23,2023-01-27,80.4704,82.1178,77.7324,85.9465,12,2.738,19.77,0.6017,time,0.059291,0.098394,69.1329,1.8254,0.913816
2023-01-23,IBKR,2023-01-23,2023-01-27,19.7272,19.3581,18.8261,21.5294,38,0.9011,-14.03,-0.4096,time,0.054375,0.085258,68.1873,0.6007,0.891447
2023-01-23,ADBE,2023-01-23,2023-01-27,358.6383,370.3393,342.7619,390.3911,2,15.8764,23.4,0.737,time,0.034365,0.085432,65.7033,10.5843,0.882895
2023-01-23,TMO,2023-01-23,2023-01-25,593.8032,569.9024,570.4729,640.4639,1,23.3304,-23.9,-1.0245,stop,0.020841,0.092472,65.1709,15.5536,0.880263
2023-01-30,DDOG,2023-01-30,2023-02-02,75.5054,88.5153,68.9562,88.6039,5,6.5492,65.05,1.9865,target,0.086981,0.216221,69.5782,4.3661,0.987279
2023-01-30,INTU,2023-01-30,2023-02-02,416.5562,457.1429,396.034,457.6005,1,20.5222,40.59,1.9777,target,0.061673,0.125126,67.6063,13.6814,0.939223
2023-01-30,ROK,2023-01-30,2023-02-03,283.4832,289.67,271.0193,308.4111,2,12.4639,12.37,0.4964,time,0.060963,0.10782,66.1109,8.3093,0.936396
2023-01-30,GM,2023-01-30,2023-02-02,36.7868,40.31,35.005,40.3503,19,1.7818,66.94,1.9774,target,0.07355,0.084286,61.7511,1.1879,0.924382
2023-01-30,FTNT,2023-01-30,2023-02-03,52.3923,52.947,49.5081,58.1609,12,2.8843,6.66,0.1923,time,0.069616,0.110643,67.8222,1.9229,0.911661
2023-02-06,PLTR,2023-02-06,2023-02-10,8.3183,7.5933,7.6009,9.7532,48,0.7174,-34.8,-1.0106,stop,0.113907,0.199715,66.5904,0.4783,0.989444
2023-02-06,PH,2023-02-06,2023-02-10,348.5982,348.5311,334.4982,376.7983,2,14.1,-0.13,-0.0048,time,0.094434,0.110477,69.8595,9.4,0.961111
2023-02-06,CLX,2023-02-06,2023-02-10,154.5744,150.3595,148.2412,167.2408,5,6.3332,-21.07,-0.6655,time,0.101566,0.083672,61.114,4.2221,0.941111
2023-02-06,GOOGL,2023-02-06,2023-02-09,102.5024,97.229,97.3263,112.8545,6,5.1761,-31.64,-1.0188,stop,0.054443,0.149786,68.3054,3.4507,0.938333
2023-02-06,MPWR,2023-02-06,2023-02-09,447.2868,505.8269,417.7636,506.3333,1,29.5232,58.54,1.9828,target,0.07347,0.141778,64.5341,19.6821,0.928889
2023-02-13,MGM,2023-02-13,2023-02-17,43.8438,43.5164,41.8242,47.8831,17,2.0196,-5.57,-0.1621,time,0.050827,0.122407,69.9088,1.3464,0.96601
2023-02-13,UBER,2023-02-13,2023-02-17,34.5345,34.7352,32.0076,39.5882,13,2.5269,2.61,0.0794,time,0.036567,0.129776,65.6691,1.6846,0.945813
2023-02-13,MPWR,2023-02-13,2023-02-17,493.2528,501.5879,457.6438,564.4706,1,35.6089,8.34,0.2341,time,0.078282,0.236915,63.9785,23.7393,0.940394
2023-02-13,MSI,2023-02-13,2023-02-17,272.272,269.1506,263.452,289.912,3,8.82,-9.36,-0.3539,time,0.058805,0.063491,68.9335,5.88,0.930049
2023-02-13,SWKS,2023-02-13,2023-02-17,119.9298,115.7242,113.7862,132.217,5,6.1436,-21.03,-0.6846,time,0.063389,0.160586,62.9132,4.0957,0.926601
2023-02-27,EQT,2023-02-27,2023-03-03,34.7847,34.3156,32.4008,39.5526,14,2.3839,-6.57,-0.1968,time,0.091109,0.090766,63.295,1.5893,0.992453
2023-02-27,LIN,2023-02-27,2023-03-03,346.5962,362.0176,333.558,372.6727,2,13.0382,30.84,1.1828,time,0.074683,0.047011,69.7927,8.6921,0.973585
2023-02-27,SMCI,2023-02-27,2023-03-03,9.8959,9.7732,9.1162,11.4552,44,0.7797,-5.4,-0.1573,time,0.02378,0.198828,68.7364,0.5198,0.967925
